word,cluster
common,2
poor,2
natural,2
race,2
concern,0
series,2
significant,0
similar,2
hot,2
language,2
usually,2
response,3
dead,3
rise,2
animal,2
factor,2
decade,2
article,2
shoot,2
east,3
save,2
seven,0
artist,2
scene,0
stock,2
career,3
despite,2
central,0
eight,2
thus,2
treatment,0
beyond,2
happy,2
exactly,2
protect,2
approach,2
lie,2
size,2
dog,2
fund,2
serious,2
occur,2
medium,2
ready,3
sign,2
thought,2
list,2
individual,2
simple,2
quality,2
pressure,3
accept,2
answer,2
resource,3
identify,0
left,2
meeting,4
determine,4
prepare,3
disease,3
whatever,2
success,2
argue,2
cup,2
particularly,2
amount,2
ability,2
staff,2
recognize,2
indicate,4
character,2
growth,2
loss,2
degree,3
wonder,2
attack,2
herself,2
region,1
television,1
box,2
tv,2
training,4
pretty,3
trade,2
election,1
everybody,2
physical,2
lay,2
general,0
feeling,4
standard,0
bill,2
message,2
fail,2
outside,2
arrive,2
analysis,2
benefit,2
sex,2
forward,2
lawyer,2
present,0
section,1
environmental,0
glass,2
skill,2
sister,2
pm,2
professor,2
operation,1
financial,0
crime,2
stage,2
ok,2
compare,3
authority,2
miss,2
design,2
sort,2
act,2
ten,0
knowledge,2
gun,2
station,1
blue,2
strategy,2
clearly,3
discus,2
indeed,4
truth,2
song,2
example,2
democratic,2
check,2
environment,0
leg,2
dark,2
various,2
rather,2
laugh,2
guess,2
executive,2
prove,2
hang,0
entire,0
rock,2
forget,2
claim,2
remove,3
manager,0
enjoy,2
network,2
legal,2
religious,2
cold,2
final,4
main,4
science,0
green,3
memory,2
card,2
above,2
seat,3
cell,2
establish,2
nice,2
trial,2
expert,2
spring,4
firm,2
democrat,2
radio,2
visit,2
management,0
avoid,2
imagine,4
tonight,2
huge,2
ball,2
finish,4
yourself,2
theory,2
impact,2
respond,3
statement,0
maintain,4
charge,2
popular,2
traditional,1
onto,2
reveal,3
direction,1
weapon,3
employee,2
cultural,2
contain,4
peace,3
pain,4
apply,2
measure,3
wide,2
shake,2
fly,2
interview,4
manage,0
chair,2
fish,2
particular,2
camera,2
structure,3
politics,2
perform,2
bit,2
weight,2
suddenly,0
discover,2
candidate,0
production,1
treat,3
trip,2
evening,4
affect,2
inside,2
conference,0
unit,2
style,2
adult,2
worry,2
range,0
mention,1
deep,2
edge,2
specific,2
writer,2
trouble,2
necessary,2
throughout,2
challenge,2
fear,3
shoulder,2
institution,1
middle,2
sea,3
dream,3
bar,2
beautiful,2
property,2
instead,3
improve,2
stuff,2
detail,2
method,2
somebody,2
magazine,4
hotel,2
soldier,2
reflect,3
heavy,3
sexual,2
bag,2
heat,3
marriage,2
tough,2
sing,4
surface,2
purpose,2
exist,2
pattern,2
whom,2
skin,4
agent,0
owner,2
machine,4
gas,2
ahead,3
generation,1
commercial,2
address,3
cancer,0
item,2
reality,3
coach,2
yard,2
beat,3
violence,0
total,2
tend,0
investment,0
discussion,1
finger,4
garden,0
notice,2
collection,1
modern,2
task,2
partner,2
positive,2
civil,2
kitchen,2
consumer,2
shot,2
budget,2
wish,2
painting,4
scientist,0
safe,2
agreement,0
capital,2
mouth,2
nor,2
victim,2
newspaper,2
threat,3
responsibility,2
smile,2
attorney,2
score,3
account,2
interesting,4
audience,0
rich,2
dinner,4
vote,2
western,2
relate,3
travel,2
debate,2
prevent,0
citizen,2
majority,2
none,2
front,2
born,2
admit,2
senior,2
assume,2
wind,4
key,2
professional,1
mission,1
fast,2
alone,2
customer,2
suffer,2
speech,2
successful,2
option,1
participant,2
southern,2
fresh,3
eventually,0
forest,3
video,2
global,2
senate,0
reform,3
access,2
restaurant,0
judge,2
publish,2
relation,1
release,3
bird,2
opinion,4
credit,3
critical,2
corner,2
concerned,0
recall,3
version,1
stare,3
safety,2
effective,2
neighborhood,2
original,4
troop,2
income,4
directly,3
hurt,2
specie,2
immediately,2
track,2
basic,2
strike,2
sky,2
freedom,3
absolutely,2
plane,0
nobody,2
achieve,2
object,2
attitude,2
labor,2
refer,3
concept,0
client,0
powerful,2
perfect,2
nine,4
therefore,3
conduct,2
announce,0
conversation,1
examine,4
touch,2
please,3
attend,0
completely,2
variety,2
sleep,2
involved,2
investigation,1
nuclear,3
researcher,3
press,3
conflict,2
spirit,2
replace,3
british,2
encourage,0
argument,0
camp,2
brain,4
feature,3
afternoon,2
am,2
weekend,0
dozen,2
possibility,2
insurance,0
department,0
battle,2
beginning,4
date,2
generally,2
african,2
sorry,2
crisis,2
complete,2
fan,0
stick,2
define,4
easily,3
hole,2
element,0
vision,1
status,2
normal,2
chinese,4
ship,2
solution,1
stone,2
slowly,2
scale,2
university,2
introduce,2
driver,2
attempt,2
park,2
spot,2
lack,2
ice,2
boat,2
drink,4
sun,2
distance,0
wood,2
handle,0
truck,2
mountain,4
survey,2
supposed,2
tradition,1
winter,4
village,2
soviet,2
refuse,3
sale,2
roll,2
communication,1
screen,3
gain,4
resident,0
hide,2
gold,2
club,2
farm,2
potential,0
european,2
presence,0
independent,0
district,2
shape,2
reader,3
m,2
contract,2
crowd,2
christian,2
express,3
apartment,0
willing,4
strength,3
previous,3
band,0
obviously,2
horse,2
interested,3
target,2
prison,2
ride,2
guard,2
demand,0
reporter,3
deliver,2
text,2
tool,2
wild,2
vehicle,2
observe,2
flight,2
facility,2
understanding,4
average,2
emerge,2
advantage,0
quick,2
leadership,3
earn,3
pound,2
basis,2
bright,2
operate,2
guest,2
sample,2
contribute,2
tiny,4
block,2
protection,1
settle,2
feed,2
collect,2
additional,1
highly,2
identity,0
title,2
mostly,2
lesson,2
faith,2
river,2
promote,2
living,4
count,2
unless,2
marry,2
tomorrow,2
technique,2
path,2
ear,3
shop,2
folk,2
principle,2
survive,2
lift,2
border,2
competition,1
jump,2
gather,2
limit,2
fit,2
cry,2
equipment,0
worth,2
associate,2
critic,2
warm,2
aspect,2
insist,4
failure,3
annual,2
french,0
christmas,2
comment,0
responsible,3
affair,2
procedure,3
regular,3
spread,3
chairman,2
baseball,2
soft,2
ignore,3
egg,2
belief,2
demonstrate,2
anybody,2
murder,2
gift,2
religion,2
review,3
editor,2
engage,0
coffee,2
document,0
speed,2
cross,2
influence,0
anyway,2
threaten,3
commit,2
female,2
youth,2
wave,2
afraid,2
quarter,2
background,2
native,2
broad,2
wonderful,2
deny,0
apparently,0
slightly,2
reaction,1
twice,2
suit,2
perspective,2
growing,4
blow,2
construction,1
intelligence,0
destroy,2
cook,2
connection,1
burn,2
shoe,2
grade,2
context,2
committee,2
hey,2
mistake,2
location,1
clothes,2
indian,4
quiet,2
dress,3
promise,2
aware,3
neighbor,2
function,1
bone,2
active,2
extend,0
chief,2
combine,4
wine,4
below,2
cool,2
voter,2
learning,4
bus,2
hell,2
dangerous,2
remind,4
moral,2
united,2
category,2
relatively,3
victory,2
academic,2
internet,4
healthy,3
negative,2
following,4
historical,2
medicine,4
tour,2
depend,0
photo,2
finding,4
grab,2
direct,3
classroom,2
contact,2
justice,2
participate,2
daily,2
fair,2
pair,2
famous,2
exercise,2
knee,2
flower,2
tape,2
hire,3
familiar,2
appropriate,2
supply,2
fully,2
actor,2
birth,2
search,3
tie,2
democracy,2
eastern,3
primary,2
yesterday,2
circle,2
device,2
progress,3
bottom,2
island,0
exchange,0
clean,3
studio,2
train,4
lady,2
colleague,2
application,1
neck,2
lean,3
damage,2
plastic,2
tall,2
plate,2
hate,2
otherwise,2
writing,4
male,2
alive,2
expression,1
football,2
intend,0
chicken,2
army,2
abuse,2
theater,3
shut,2
map,2
extra,2
session,1
danger,0
welcome,2
domestic,2
literature,3
rain,4
desire,3
assessment,0
injury,2
respect,3
northern,2
nod,2
paint,4
fuel,2
leaf,3
dry,2
russian,2
instruction,1
pool,2
climb,2
sweet,2
engine,4
fourth,2
salt,2
expand,0
importance,0
metal,2
fat,2
ticket,2
software,3
disappear,3
corporate,2
strange,0
lip,2
reading,4
urban,2
mental,0
increasingly,4
lunch,2
educational,1
somewhere,3
farmer,2
sugar,2
planet,2
favorite,2
explore,3
obtain,4
enemy,0
greatest,3
complex,2
surround,2
athlete,2
invite,2
repeat,3
carefully,3
soul,2
scientific,0
impossible,2
panel,2
meaning,4
mom,2
married,2
instrument,0
predict,3
weather,3
presidential,0
emotional,1
commitment,0
supreme,3
bear,3
pocket,2
thin,4
temperature,3
surprise,2
poll,2
proposal,2
consequence,0
breath,3
sight,2
balance,0
adopt,2
minority,4
straight,2
connect,2
teaching,4
belong,2
aid,2
advice,2
okay,2
photograph,2
empty,2
regional,1
trail,2
novel,2
code,2
somehow,2
organize,2
jury,2
breast,3
iraqi,2
acknowledge,2
theme,2
storm,2
union,1
desk,2
thanks,2
fruit,2
expensive,0
yellow,2
conclusion,1
prime,2
shadow,2
struggle,2
conclude,2
analyst,2
dance,0
regulation,1
being,4
ring,4
largely,2
shift,2
revenue,0
mark,2
locate,2
county,2
appearance,0
package,2
difficulty,2
bridge,2
recommend,0
obvious,2
basically,2
generate,0
anymore,3
propose,2
thinking,4
possibly,2
trend,0
visitor,2
loan,2
currently,0
comfortable,2
investor,2
profit,2
angry,2
crew,3
accident,0
meal,3
hearing,4
traffic,2
muscle,2
notion,1
capture,3
prefer,3
truly,2
earth,3
japanese,2
chest,2
thick,2
cash,2
museum,2
beauty,2
emergency,0
unique,2
internal,4
ethnic,2
link,4
stress,3
content,0
select,2
root,2
nose,2
declare,3
appreciate,3
actual,2
bottle,2
hardly,2
setting,4
launch,2
file,2
sick,2
outcome,2
ad,2
defend,0
duty,2
sheet,2
ought,2
ensure,3
catholic,2
extremely,3
extent,0
component,0
mix,2
slow,2
contrast,2
zone,2
wake,2
airport,2
brown,2
shirt,2
pilot,2
warn,2
ultimately,2
cat,2
contribution,1
capacity,2
ourselves,2
estate,2
guide,2
circumstance,0
snow,2
english,2
politician,2
steal,3
pursue,2
slip,2
percentage,0
meat,3
funny,2
neither,2
soil,2
surgery,2
correct,3
jewish,2
blame,2
estimate,2
due,2
basketball,2
golf,2
investigate,2
crazy,2
significantly,0
chain,4
branch,0
combination,1
frequently,0
governor,2
relief,3
user,2
dad,2
kick,2
manner,2
ancient,0
silence,0
rating,4
golden,0
motion,1
german,2
gender,0
solve,2
fee,2
landscape,0
used,2
bowl,2
equal,2
forth,2
frame,2
typical,2
except,2
conservative,2
eliminate,4
host,2
hall,2
trust,2
ocean,3
row,2
producer,2
afford,2
meanwhile,2
regime,3
division,1
confirm,2
fix,2
appeal,3
mirror,2
tooth,2
smart,2
length,0
entirely,0
rely,3
topic,2
complain,4
variable,2
telephone,2
perception,1
attract,2
confidence,0
bedroom,2
secret,3
debt,2
rare,3
tank,0
nurse,2
coverage,2
opposition,1
aside,2
anywhere,3
bond,2
pleasure,3
master,2
era,2
requirement,0
fun,2
expectation,1
wing,4
separate,2
somewhat,2
pour,2
stir,2
judgment,0
beer,2
reference,0
tear,3
doubt,2
grant,0
seriously,2
minister,4
totally,2
hero,2
industrial,2
cloud,2
stretch,3
winner,4
volume,2
seed,2
surprised,2
fashion,2
pepper,2
busy,2
intervention,1
copy,2
tip,2
cheap,3
aim,2
cite,2
welfare,3
vegetable,2
gray,2
dish,2
beach,3
improvement,0
everywhere,3
opening,4
overall,2
divide,2
initial,2
terrible,2
oppose,2
contemporary,2
route,2
multiple,2
essential,0
league,3
criminal,4
careful,3
core,3
upper,2
rush,2
necessarily,2
specifically,2
tired,3
employ,2
holiday,2
vast,2
resolution,1
household,2
fewer,2
abortion,1
apart,2
witness,2
match,2
barely,3
sector,2
representative,3
beneath,3
beside,2
incident,0
limited,2
proud,2
flow,2
faculty,2
increased,3
waste,2
merely,3
mass,2
emphasize,2
experiment,0
definitely,2
bomb,2
enormous,2
tone,2
liberal,2
massive,2
engineer,4
wheel,2
decline,4
invest,2
cable,2
towards,2
expose,2
rural,2
jew,2
narrow,2
cream,3
secretary,3
gate,2
solid,2
hill,2
typically,2
noise,2
grass,2
unfortunately,2
hat,2
legislation,1
succeed,2
celebrate,2
achievement,0
fishing,4
accuse,2
useful,2
reject,3
talent,0
taste,2
characteristic,2
milk,2
escape,2
cast,2
sentence,0
unusual,2
closely,2
convince,0
height,2
physician,2
assess,2
plenty,0
virtually,2
addition,1
sharp,2
creative,3
lower,2
approve,2
explanation,1
gay,2
campus,2
proper,2
guilty,2
acquire,3
compete,2
technical,2
plus,2
immigrant,0
weak,3
illegal,2
hi,2
alternative,2
interaction,1
column,2
personality,2
signal,2
curriculum,2
honor,2
passenger,0
assistance,0
forever,3
regard,3
israeli,2
association,1
twenty,0
knock,2
wrap,2
lab,2
display,2
criticism,2
asset,2
depression,1
spiritual,2
musical,2
journalist,2
prayer,2
suspect,2
scholar,2
warning,4
climate,2
cheese,2
observation,1
childhood,2
payment,0
sir,2
permit,2
cigarette,3
definition,1
priority,2
bread,3
creation,1
graduate,2
request,3
emotion,1
scream,3
dramatic,2
universe,2
gap,2
excellent,0
deeply,2
prosecutor,2
lucky,2
drag,2
airline,4
library,2
agenda,0
recover,3
factory,2
selection,1
primarily,2
roof,2
unable,2
expense,0
initiative,2
diet,2
arrest,3
funding,4
therapy,2
wash,2
schedule,2
sad,2
brief,2
housing,4
post,2
purchase,2
existing,4
steel,2
regarding,4
shout,2
remaining,4
visual,2
fairly,2
chip,2
violent,0
silent,0
suppose,2
self,2
bike,2
tea,3
perceive,2
comparison,2
settlement,0
layer,2
planning,4
description,1
slide,2
widely,2
wedding,4
inform,2
portion,1
territory,2
immediate,2
opponent,0
abandon,0
lake,2
transform,2
tension,1
leading,4
bother,2
consist,2
alcohol,2
enable,2
bend,0
saving,4
desert,2
shall,2
error,2
cop,2
arab,2
double,2
sand,0
spanish,2
print,4
preserve,3
passage,2
formal,2
transition,1
existence,0
album,2
participation,1
arrange,0
atmosphere,3
joint,4
reply,3
cycle,2
opposite,2
lock,2
deserve,2
consistent,0
resistance,0
discovery,2
exposure,3
pose,2
stream,3
pot,2
grand,0
mine,4
hello,2
coalition,1
tale,2
knife,2
resolve,3
racial,2
phase,2
joke,2
coat,2
mexican,2
symptom,2
manufacturer,3
philosophy,2
potato,2
foundation,1
quote,2
online,4
negotiation,1
urge,2
occasion,1
dust,2
breathe,3
elect,2
investigator,2
jacket,2
glad,2
ordinary,4
reduction,1
rarely,3
pack,2
suicide,2
numerous,2
substance,0
discipline,4
elsewhere,3
iron,2
practical,2
moreover,3
passion,1
volunteer,2
implement,0
essentially,0
gene,0
enforcement,0
v,2
sauce,2
independence,0
marketing,4
priest,2
amazing,4
intense,0
advance,0
employer,2
shock,2
inspire,3
adjust,2
retire,3
visible,2
kiss,2
illness,2
cap,2
habit,2
competitive,2
juice,2
congressional,1
involvement,0
dominate,4
previously,3
whenever,2
transfer,2
analyze,2
attach,2
disaster,2
parking,4
prospect,2
bos,2
complaint,4
championship,2
fundamental,0
severe,3
enhance,0
mystery,2
impose,2
poverty,2
entry,0
spending,4
king,4
evaluate,2
symbol,2
maker,2
mood,2
accomplish,2
emphasis,2
illustrate,2
boot,2
monitor,2
asian,2
entertainment,0
bean,3
evaluation,1
creature,3
commander,0
digital,2
arrangement,0
concentrate,0
usual,2
anger,0
psychological,2
heavily,3
peak,3
approximately,2
increasing,4
disorder,2
missile,2
equally,2
vary,2
wire,3
round,2
distribution,1
transportation,1
holy,2
twin,4
command,0
commission,1
interpretation,1
breakfast,3
strongly,2
engineering,4
luck,2
constant,0
clinic,4
veteran,2
smell,2
tablespoon,2
capable,2
nervous,2
tourist,2
toss,2
crucial,2
bury,2
pray,2
tomato,2
exception,1
butter,2
deficit,2
bathroom,2
objective,2
electronic,2
ally,2
journey,2
reputation,1
mixture,3
surely,3
tower,2
smoke,2
confront,2
pure,3
glance,0
dimension,1
toy,2
prisoner,2
fellow,2
smooth,2
nearby,3
peer,2
designer,2
personnel,2
educator,2
relative,3
immigration,1
belt,2
teaspoon,3
birthday,2
implication,1
perfectly,2
coast,2
supporter,2
accompany,2
silver,2
teenager,0
recognition,1
retirement,0
flag,2
recovery,3
whisper,2
gentleman,0
corn,2
moon,2
inner,4
junior,2
throat,2
salary,2
swing,4
observer,2
publication,1
crop,2
dig,2
permanent,0
phenomenon,0
anxiety,2
unlike,2
wet,2
literally,2
resist,3
convention,1
embrace,2
assist,2
exhibition,1
construct,2
viewer,2
pan,0
consultant,0
administrator,4
occasionally,1
mayor,2
consideration,1
ceo,2
secure,3
pink,4
buck,2
historic,2
poem,2
grandmother,2
bind,4
fifth,2
constantly,0
enterprise,0
favor,2
testing,4
stomach,2
apparent,0
weigh,2
install,2
sensitive,2
suggestion,1
mail,2
recipe,3
reasonable,3
preparation,1
wooden,2
elementary,0
concert,0
aggressive,3
false,2
intention,1
channel,2
extreme,3
tube,2
drawing,4
protein,2
quit,2
absence,0
latin,4
rapidly,2
jail,2
diversity,2
honest,2
palestinian,2
pace,2
employment,0
speaker,3
impression,1
essay,2
respondent,0
giant,0
cake,2
historian,2
negotiate,2
restore,3
substantial,0
pop,2
specialist,2
origin,4
approval,2
quietly,2
advise,2
conventional,1
depth,2
wealth,3
disability,2
shell,2
criticize,2
effectively,2
biological,2
onion,1
deputy,2
flat,2
brand,0
assure,3
mad,2
award,2
criterion,2
dealer,3
via,2
utility,2
precisely,3
arise,2
armed,2
nevertheless,2
highway,2
clinical,4
routine,4
wage,2
normally,2
phrase,2
ingredient,0
stake,2
muslim,2
fiber,2
activist,2
islamic,2
snap,2
terrorism,2
refugee,3
incorporate,2
hip,2
ultimate,2
switch,2
corporation,1
valuable,2
assumption,1
gear,3
barrier,2
minor,4
provision,1
killer,2
assign,2
gang,0
developing,4
classic,2
chemical,2
label,2
teen,0
index,4
vacation,1
advocate,2
draft,2
extraordinary,2
heaven,3
rough,2
yell,2
pregnant,0
distant,0
drama,2
satellite,2
personally,2
clock,2
chocolate,2
italian,2
canadian,2
ceiling,4
sweep,2
advertising,4
universal,2
spin,4
button,2
bell,2
rank,0
darkness,2
clothing,4
super,2
yield,2
fence,0
portrait,2
survival,2
roughly,2
lawsuit,2
testimony,2
bunch,2
found,2
burden,0
react,3
chamber,2
furniture,3
cooperation,1
string,4
ceremony,3
communicate,2
cheek,2
lost,2
profile,2
mechanism,2
disagree,3
penalty,2
ie,2
resort,3
destruction,1
unlikely,2
tissue,2
constitutional,1
pant,0
stranger,0
infection,1
cabinet,4
broken,2
apple,2
electric,2
proceed,2
bet,2
literary,2
virus,2
stupid,2
dispute,2
fortune,2
strategic,2
assistant,0
overcome,2
remarkable,2
occupy,2
statistic,2
shopping,4
cousin,4
encounter,0
wipe,2
initially,2
blind,4
port,2
electricity,2
genetic,0
adviser,2
spokesman,2
retain,4
latter,2
incentive,0
slave,2
translate,2
accurate,2
whereas,3
terror,2
expansion,1
elite,2
olympic,2
dirt,2
odd,2
rice,2
bullet,2
tight,2
bible,2
chart,2
solar,2
square,3
concentration,1
complicated,2
gently,0
champion,2
scenario,0
telescope,2
reflection,1
revolution,1
strip,2
interpret,4
friendly,0
tournament,0
fiction,1
detect,2
tremendous,0
lifetime,2
recommendation,1
senator,2
hunting,4
salad,2
guarantee,0
innocent,0
boundary,2
pause,2
remote,3
satisfaction,1
journal,2
bench,0
lover,2
raw,2
awareness,3
surprising,4
withdraw,2
deck,2
similarly,2
newly,2
pole,2
testify,2
mode,2
dialogue,2
imply,2
naturally,2
mutual,2
founder,2
advanced,0
pride,2
dismiss,2
aircraft,2
delivery,2
mainly,4
bake,2
freeze,3
platform,2
finance,0
sink,4
attractive,2
diverse,2
relevant,0
ideal,3
joy,2
regularly,3
working,4
singer,4
evolve,2
shooting,4
partly,2
unknown,2
offense,0
counter,2
dna,2
potentially,0
thirty,2
justify,2
protest,2
crash,2
craft,2
treaty,3
terrorist,2
insight,2
possess,2
politically,2
tap,2
extensive,0
episode,2
swim,2
tire,3
fault,2
loose,2
shortly,2
originally,4
considerable,2
prior,2
intellectual,2
assault,2
relax,3
stair,2
adventure,0
external,2
proof,2
confident,0
headquarters,3
sudden,0
dirty,2
violation,1
tongue,2
license,0
shelter,2
rub,2
controversy,2
entrance,0
properly,2
fade,2
defensive,0
tragedy,2
net,2
characterize,2
funeral,2
profession,1
alter,2
constitute,2
establishment,0
squeeze,2
imagination,1
mask,2
convert,2
comprehensive,2
prominent,4
presentation,1
regardless,3
load,2
stable,2
introduction,1
pretend,0
elderly,2
representation,1
deer,2
split,2
violate,2
partnership,2
pollution,1
emission,1
steady,3
vital,2
fate,2
earnings,4
oven,0
distinction,1
segment,0
nowhere,3
poet,2
mere,3
exciting,4
variation,1
comfort,2
radical,2
adapt,2
irish,2
honey,2
correspondent,0
pale,2
musician,2
significance,0
vessel,2
storage,2
flee,2
leather,3
distribute,2
evolution,1
ill,2
tribe,2
shelf,2
grandfather,2
lawn,2
buyer,2
dining,4
wisdom,2
council,2
vulnerable,2
instance,0
garlic,2
capability,2
poetry,2
celebrity,2
gradually,2
stability,2
fantasy,0
scared,3
plot,2
framework,2
gesture,3
depending,4
ongoing,4
psychology,2
counselor,2
chapter,2
divorce,2
owe,2
pipe,2
athletic,2
slight,2
math,2
shade,2
tail,2
sustain,4
mount,2
obligation,1
angle,2
palm,2
differ,2
custom,2
economist,2
fifteen,2
soup,2
celebration,1
efficient,0
composition,1
satisfy,2
pile,2
briefly,2
carbon,2
closer,2
consume,2
scheme,2
crack,2
frequency,0
tobacco,2
survivor,2
besides,2
psychologist,2
wealthy,3
galaxy,2
given,0
ski,2
limitation,1
trace,2
appointment,0
preference,0
meter,2
explosion,1
publicly,2
incredible,3
fighter,2
rapid,2
admission,1
hunter,2
educate,2
painful,4
friendship,0
aide,2
infant,0
calculate,2
fifty,2
rid,2
porch,2
tendency,0
uniform,2
formation,1
scholarship,2
reservation,1
efficiency,0
qualify,2
mall,2
derive,2
scandal,0
pc,2
helpful,2
impress,3
heel,2
resemble,3
privacy,2
fabric,2
contest,2
proportion,1
guideline,4
rifle,2
maintenance,0
conviction,1
trick,2
organic,2
tent,0
examination,1
publisher,2
strengthen,0
proposed,2
myth,2
sophisticated,2
cow,2
etc,2
standing,4
asleep,2
tennis,0
nerve,2
barrel,3
bombing,4
membership,2
ratio,1
menu,0
controversial,2
desperate,2
lifestyle,2
humor,2
loud,2
glove,2
sufficient,0
narrative,2
photographer,2
helicopter,2
