Unnamed: 0,SMILES,Primary,Score,Confirmatory,clean_text,text_length,cluster,PCA1,PCA2
236954,Cc1ccc(N2C(=O)C3CC(c4ccccc4)=C4C5C=CC(C6C(=O)N(c7ccc(C)cc7C)C(=O)C56)C4C3C2=O)c(C)c1,1,100.0,1.0,cc ccc n c c cc c ccccc c c c cc c c n c ccc c cc c c c c c c c c c,28,9,0.18933153673212993,-0.4002036287181621
39664,CC1(C)CC[C@]2(C(=O)n3ccnc3)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1,92.03187250996017,1.0,cc c cc c c n ccnc cc c c c h c c c c c c c c n c c c c c h cc c c c h c,33,6,-0.04290027560694777,-0.15018570824196167
186231,COc1ccc2c(c1)OC[C@H]1[C@H]2N2C(=O)c3cc(OC)ccc3NC(=O)[C@@]2(C)[C@H]1c1ccccc1,1,89.64143426294821,1.0,coc ccc c c oc c h c h n c c cc oc ccc nc c c c h c ccccc,22,5,-0.213797645293809,0.1307113859645468
207025,C[C@@]12C(=O)N(c3cccc(Br)c3)C(=O)N1[C@H](c1ccc(Cl)cc1)[C@@H]1C(=O)N(C3CCCCC3)C(=O)[C@@H]12,1,87.05179282868527,1.0,c c c n c cccc br c c n c h c ccc cl cc c h c n c ccccc c c h,25,1,-0.023547924853445673,-0.31537124442240755
264978,Cc1nc2ccc([N+](=O)[O-])cc2c(=O)n1Cc1ccc(Br)cc1,1,85.65737051792827,1.0,cc nc ccc n cc c n cc ccc br cc,11,1,0.06040575604926325,-0.3290030510819031
303924,O=C(COC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1)NCc1ccc(Cl)cc1Cl,1,84.86055776892428,1.0,c coc c cc n ccc n ccocc ncc ccc cl cc cl,13,0,0.403750531928892,0.02390179783479531
207049,C[C@@]12C(=O)Nc3ccccc3C(=O)N1[C@H]1c3cc(Br)ccc3OC[C@@H]1[C@@H]2c1ccccc1,1,84.2629482071713,1.0,c c c nc ccccc c n c h c cc br ccc oc c h c h c ccccc,20,7,-0.16108326801366282,-0.008000080369361152
21631,CC(C)(C)N1C(=O)[C@H]2[C@@H](c3ccc(Br)cc3)N3C(=O)N(c4cccc(F)c4)C(=O)[C@@]3(Cc3ccccc3)[C@H]2C1=O,1,83.66533864541832,1.0,cc c c n c c h c h c ccc br cc n c n c cccc f c c c cc ccccc c h c,27,1,0.06341741221387302,-0.30745351379595237
313055,O=C(N/C(=C/C=C/c1ccccc1)C(=O)N1CCCCC1)c1ccc([N+](=O)[O-])cc1,1,83.26693227091633,1.0,c n c c c c c ccccc c n ccccc c ccc n cc,15,8,-0.024560221152567778,-0.12961735612071773
303921,O=C(COC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1)NC1CCCCC1,1,82.66932270916334,1.0,c coc c cc n ccc n ccocc nc ccccc,10,0,0.47998533865523585,0.37978639662095615
121934,CN(Cc1ccccc1)C(=O)COC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1,1,82.66932270916334,1.0,cn cc ccccc c coc c cc n ccc n ccocc,11,0,0.49439439231125176,0.1084086593884384
313123,O=C(N/C(=C\c1ccc(Br)cc1)C(=O)N1CCOCC1)c1ccc([N+](=O)[O-])cc1,1,81.87250996015935,1.0,c n c c c ccc br cc c n ccocc c ccc n cc,15,1,0.1287947814814355,-0.20501470439121372
217085,Cc1cc(C)c(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1C,1,81.27490039840637,1.0,cc cc c c c c ccccc c cc c,10,9,0.03854233609366705,-0.4097445738703276
21626,CC(C)(C)N1C(=O)[C@H]2[C@@H](c3ccc(Br)cc3)N3C(=O)N(c4ccc(Br)cc4)C(=O)[C@@]3(Cc3ccccc3)[C@H]2C1=O,1,81.27490039840637,1.0,cc c c n c c h c h c ccc br cc n c n c ccc br cc c c cc ccccc c h c,27,1,0.15285866393382896,-0.4023341643998927
46818,CC1CCc2c(sc3nc(CN4CCN(S(=O)(=O)c5ccccc5[N+](=O)[O-])CC4)[nH]c(=O)c23)C1,1,80.87649402390437,1.0,cc ccc c sc nc cn ccn c ccccc n cc nh c c c,15,9,-0.03187479380518249,-0.0325649475536779
216446,Cc1cc(C)c(C)c(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)c1C,1,80.4780876494024,1.0,cc cc c c c c c c ccccc c c c,12,9,0.038600885770760374,-0.37338551656838365
31356,CC(C)Oc1ccc(C2CC(=O)N(Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C2=O)cc1,1,80.2788844621514,1.0,cc c oc ccc c cc n nc ccc n cc n c cc,14,6,-0.19469859437853593,-0.1574730884572904
303932,O=C(COC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1)Nc1cccc(F)c1,1,79.8804780876494,1.0,c coc c cc n ccc n ccocc nc cccc f c,12,0,0.4532406811664581,0.3985052138863412
254768,Cc1cccc(NC(=O)c2nc[nH]c2C(=O)N[C@@H](CCCCNC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1,1,79.2828685258964,1.0,cc cccc nc c nc nh c c n c h ccccnc oc c c c c oc c c c c,22,5,-0.4543280921220122,0.33656309140309143
22821,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)c1nc[nH]c1C(=O)NCC(=O)OCc1ccccc1)C(=O)OC(C)(C)C,1,79.2828685258964,1.0,cc c c oc ncccc c h nc c nc nh c c ncc occ ccccc c oc c c c,21,5,-0.33599441877729425,0.2266043849436651
345838,O=C1OC(c2ccccc2)=NC12CC2c1ccc(Cl)cc1,1,79.2828685258964,1.0,c oc c ccccc nc cc c ccc cl cc,10,7,-0.07337114272464461,-0.061651294022542096
184919,COc1ccc([C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@@H]3[C@]3(Cc4ccccc4)C(=O)N(c4cccc(Br)c4)C(=O)N23)cc1,1,79.08366533864542,1.0,coc ccc c h c h c n c c c c c c h c cc ccccc c n c cccc br c c n cc,27,1,0.06432280506377219,-0.2614890491385986
330102,O=C(Nc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)cs1)C1COc2ccccc2O1,1,78.8844621513944,1.0,c nc nc c ccc n cccc cc cs c coc ccccc,12,2,-0.11528081343285505,0.3284821861490948
170473,COc1ccc(CNC(=O)C[C@H]2C[C@H](C(=O)N3CCOCC3)[C@@]3(CCC4CCCC4)c4[nH]c5ccc(Cl)cc5c4CCN3C2=O)cc1OC,1,77.68924302788844,1.0,coc ccc cnc c c h c c h c n ccocc c ccc cccc c nh c ccc cl cc c ccn c cc oc,26,3,-0.06573024146777863,-0.00936052407986653
32328,CC(C)c1ccc(/C=N/Nc2cc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,1,77.68924302788844,1.0,cc c c ccc c n nc cc n ccocc nc n ccocc n cc,15,0,0.16659916684604684,0.2474774602235862
349166,O=S(=O)(c1ccc(N2CCC(c3ccc(Cl)cc3)=N2)cc1)N(CCO)CCO,1,77.49003984063746,1.0,c ccc n ccc c ccc cl cc n cc n cco cco,13,3,-0.03559044450818829,-0.18352426241902656
126145,CNC(=O)/C(=C\C=C\c1ccccc1)NC(=O)c1ccc([N+](=O)[O-])cc1,1,77.29083665338644,1.0,cnc c c c c c ccccc nc c ccc n cc,12,7,-0.15967311286139005,0.06859650878655843
115250,CN(C(=O)COC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1)C1CCCCC1,1,76.89243027888445,1.0,cn c coc c cc n ccc n ccocc c ccccc,11,0,0.5201494395927995,0.2548171385816769
11654,CC(=O)N1CCN(S(=O)(=O)c2cccc(C(=O)OCc3ccc(C(C)(C)C)cc3)c2)CC1,1,76.69322709163346,1.0,cc n ccn c cccc c occ ccc c c c c cc c cc,15,9,-0.07315496555331963,-0.12268330996716875
357587,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,1,76.49402390438247,1.0,oc ccc cl cc sc cc cl ccc,8,4,-0.12615156328723753,-0.20215414649480415
303925,O=C(COC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1)NCc1ccc(F)cc1,1,75.89641434262947,1.0,c coc c cc n ccc n ccocc ncc ccc f cc,12,0,0.507002662018942,0.17695046214559865
111857,CCn1c(=O)c([N+](=O)[O-])c(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c2ccccc21,1,75.29880478087648,1.0,ccn c c n c n ccn cc ccc c c oco cc c ccccc,15,9,0.018562631580313207,-0.11321983041083836
194811,COc1ccccc1/C=C(\NC(=O)c1ccc(OC)c(OC)c1)C(=O)Nc1cccc([N+](=O)[O-])c1,1,75.29880478087648,1.0,coc ccccc c c nc c ccc oc c oc c c nc cccc n c,16,7,-0.265367150643619,0.32940461603606086
184909,COc1ccc([C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@@H]3[C@]3(Cc4ccc(Cl)cc4)C(=O)N(c4ccc(Br)cc4)C(=O)N23)cc1,1,74.90039840637449,1.0,coc ccc c h c h c n c c c c c c h c cc ccc cl cc c n c ccc br cc c n cc,29,1,0.21112471657596846,-0.45787958629608533
55776,CCCCC(=O)Nc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cs1,1,74.90039840637449,1.0,ccccc nc nc c ccc n ccocc cc cs,9,2,0.013766118157590877,0.4719187076798459
147873,COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1C/C=C(/C)CCC=C(C)C,1,74.50199203187252,1.0,coc cc ccc ccccc c c c c c c c c ccc c c c,16,8,0.30790920339517397,0.019985587739455437
